Prestatario,Población,Ciudad,Edad,Sexo,País de Origen,Propiedades,Fuentes de reembolso,Ingresos netos,Deudas pendientes,Contrato de trabajo,Antigüedad del trabajo (meses),Número de hijos,Número de personas a cargo,Pago en fecha
Raúl Rubio,Oeste,Granada,45,Hombre,España,1,Salario,37587,3982,Fijo,296,0,0,Sí
Manuel Muñoz,Centro,Granada,69,Hombre,España,1,Pensión,11681,0,Inactivo,0,0,2,No
Isabel Ramírez,Oeste,Granada,45,Mujer,España,0,Salario,32565,0,Fijo,195,0,0,Sí
Isabel Vázquez,Oeste,Granada,78,Mujer,España,0,Pensión,11505,0,Inactivo,0,2,1,Sí
Noah Maes,Centro,Salamanca,36,Hombre,Bélgica,1,Salario,31600,1513,Fijo,195,1,1,Sí
Rubén Sánchez,Oeste,Granada,27,Hombre,España,0,Salario y Alquiler,33418,0,Temporal,42,1,0,Sí
Marcos Álvarez,Oeste,Granada,58,Hombre,España,0,Salario,31458,0,Temporal,197,0,0,Sí
Noah Maes,Centro,Alicante,55,Mujer,Bélgica,0,Salario,37696,3872,Fijo,332,1,0,Sí
David Marín,Costa,Granada,55,Hombre,España,0,Salario y Alquiler,36226,3480,Temporal,176,1,1,Sí
Beatriz Fernández,Costa,Granada,63,Mujer,España,0,Salario,38841,4070,Fijo,259,1,0,Sí
Paula Iglesias,Centro,Granada,30,Mujer,España,1,Salario y Alquiler,32222,0,Fijo,57,1,0,Sí
Andrea Lombardi,Centro,Girona,38,Mujer,Italia,0,Salario y Alquiler,35288,2672,Fijo,21,0,0,Sí
Diego Ramos,Oeste,Granada,60,Hombre,España,0,Salario y Alquiler,35271,2133,Temporal,179,0,0,Sí
Carmen Navarro,Este,Granada,43,Mujer,España,1,Salario,29534,7692,Fijo,35,0,0,Sí
Lucía Pérez,Oeste,Granada,62,Mujer,España,0,Salario y Alquiler,30409,11790,Temporal,497,0,0,Sí
Peter Wagner,Centro,Lleida,24,Mujer,Alemania,1,Salario,19529,0,Fijo,14,0,0,Sí
Javier Domínguez,Costa,Granada,68,Hombre,España,1,Pensión,16276,9863,Inactivo,0,0,2,No
Héctor Blanco,Este,Granada,54,Hombre,España,0,Salario,35372,0,Fijo,6,0,0,Sí
Julia Álvarez,Costa,Granada,64,Mujer,España,0,Salario,23830,0,Fijo,296,2,1,Sí
Inés Navarro,Costa,Granada,40,Mujer,España,2,Salario,32366,0,Fijo,59,1,0,Sí
Roberto Carrasco,Este,Granada,78,Hombre,España,2,Pensión,16183,3721,Inactivo,0,1,0,Sí
Luc Lefèvre,Centro,Ávila,76,Hombre,Francia,0,Pensión,14613,13756,Inactivo,0,0,0,Sí
Manuel Sanz,Oeste,Granada,40,Hombre,España,0,Salario y Alquiler,31973,0,Temporal,123,0,0,Sí
Fernando Ortega,Costa,Granada,44,Hombre,España,0,Salario,34032,0,Fijo,203,1,0,Sí
Raúl Fernández,Norte,Granada,26,Hombre,España,1,Salario y Alquiler,24090,0,Fijo,40,0,0,Sí
Laura Reyes,Norte,Granada,62,Mujer,España,0,Salario y Alquiler,24689,3864,Fijo,4,0,0,Sí
Susana Silva,Centro,Granada,46,Mujer,España,1,Salario y Alquiler,22274,4083,Fijo,92,3,2,No
Paula Vázquez,Oeste,Granada,62,Mujer,España,1,Salario y Alquiler,30047,0,Fijo,90,0,1,Sí
Bram van Dijk,Centro,Guadalajara,33,Hombre,Países Bajos,0,Salario,31613,0,Fijo,126,1,1,Sí
Paula Marín,Este,Granada,52,Mujer,España,1,Salario,24247,0,Fijo,123,0,0,Sí
Arthur Jacobs,Centro,Palencia,79,Mujer,Bélgica,2,Pensión y Alquiler,18474,3111,Inactivo,0,4,0,Sí
Laura Carrasco,Este,Granada,53,Mujer,España,0,Salario y Alquiler,30900,0,Temporal,95,0,0,Sí
Lina De Smet,Centro,Valladolid,69,Mujer,Bélgica,1,Pensión y Alquiler,14253,0,Inactivo,0,0,0,Sí
Jean Dupont,Centro,Santa Cruz de Tenerife,80,Hombre,Francia,1,Pensión,13336,706,Inactivo,0,2,1,Sí
Luis Vázquez,Costa,Granada,65,Hombre,España,0,Pensión,15343,4020,Inactivo,0,4,1,Sí
Francisco Ramos,Costa,Granada,26,Hombre,España,1,Salario y Alquiler,26069,0,Temporal,89,0,0,Sí
Antonio López,Oeste,Granada,30,Hombre,España,0,Salario,35103,6988,Fijo,35,0,0,Sí
Roberto Delgado,Norte,Granada,22,Hombre,España,1,Salario,24399,4633,Temporal,32,0,0,Sí
Alicia Romero,Norte,Granada,74,Mujer,España,2,Pensión,11711,0,Inactivo,0,0,2,No
Pablo Álvarez,Centro,Granada,28,Hombre,España,0,Salario,18874,0,Fijo,60,0,0,Sí
Marta Ruiz,Centro,Granada,78,Mujer,España,2,Pensión,11529,13279,Inactivo,0,0,2,No
Julia García,Costa,Granada,72,Mujer,España,0,Pensión,15878,4354,Inactivo,0,3,0,Sí
Patricia Martín,Oeste,Granada,69,Mujer,España,0,Pensión y Alquiler,11324,0,Inactivo,0,1,1,Sí
Iván Gutiérrez,Centro,Granada,48,Hombre,España,1,Salario y Alquiler,30996,0,Fijo,265,0,0,Sí
Eva Janssen,Centro,Las Palmas,46,Mujer,Países Bajos,3,Salario y Alquiler,21977,0,Temporal,181,0,0,Sí
Eva Vázquez,Este,Granada,47,Mujer,España,0,Salario y Alquiler,23072,11324,Temporal,252,0,0,Sí
Inés Pérez,Oeste,Granada,63,Mujer,España,0,Salario,29472,0,Fijo,352,1,0,Sí
Manuel Alonso,Centro,Álava,74,Hombre,España,2,Pensión,13132,2435,Inactivo,0,0,0,Sí
Pablo Blanco,Norte,Granada,72,Hombre,España,2,Pensión,13154,0,Inactivo,0,2,0,Sí
Simon Baumann,Centro,Almería,49,Hombre,Suiza,1,Salario,26719,0,Temporal,117,0,0,Sí
Julia Díaz,Centro,Madrid,62,Mujer,España,0,Salario,33619,2384,Fijo,371,0,0,Sí
Marta García,Oeste,Granada,41,Mujer,España,1,Salario y Alquiler,35669,0,Fijo,144,1,0,Sí
Ángel Silva,Norte,Granada,56,Hombre,España,2,Salario,24041,0,Fijo,286,0,0,Sí
Rubén Rubio,Este,Granada,69,Hombre,España,0,Pensión y Alquiler,16826,5920,Inactivo,0,1,1,Sí
Sofía Jiménez,Centro,Granada,63,Mujer,España,2,Salario,35678,0,Fijo,294,0,0,Sí
Patricia Morales,Norte,Granada,34,Mujer,España,0,Salario y Alquiler,17282,0,Temporal,140,1,0,Sí
Santiago Muñoz,Centro,Granada,63,Hombre,España,0,Salario,19450,0,Fijo,1,2,1,Sí
Ricardo Pérez,Centro,Girona,65,Hombre,España,0,Pensión,11472,0,Inactivo,0,1,0,Sí
Ricardo Gil,Centro,Granada,35,Hombre,España,1,Salario,25498,8343,Temporal,102,0,0,Sí
Pablo Rodríguez,Costa,Granada,61,Hombre,España,0,Salario,31237,0,Temporal,174,1,0,Sí
Rosa Rubio,Norte,Granada,65,Mujer,España,0,Pensión y Alquiler,17356,3451,Inactivo,0,0,2,No
David Vázquez,Centro,Granada,71,Hombre,España,1,Pensión y Alquiler,11162,4689,Inactivo,0,0,0,Sí
Ursula Fischer,Centro,Asturias,75,Mujer,Alemania,0,Pensión,14876,0,Inactivo,0,1,1,Sí
Rosa Molina,Este,Granada,26,Mujer,España,0,Salario,21839,0,Fijo,63,0,0,Sí
Alejandro Gómez,Oeste,Granada,23,Hombre,España,1,Salario y Alquiler,18334,0,Fijo,51,1,0,Sí
Inés Ortega,Centro,Jaén,71,Mujer,España,0,Pensión y Alquiler,13771,0,Inactivo,0,0,1,Sí
Ursula Fischer,Centro,Cuenca,56,Hombre,Alemania,0,Salario,28251,0,Fijo,396,1,1,Sí
Lukas Weber,Centro,Lleida,72,Mujer,Suiza,0,Pensión,17756,0,Inactivo,0,1,1,Sí
Marta Jiménez,Centro,Guipúzcoa,69,Mujer,España,4,Pensión y Alquiler,12048,3852,Inactivo,0,1,1,Sí
Claudia Iglesias,Oeste,Granada,70,Mujer,España,0,Pensión,10675,0,Inactivo,0,2,1,Sí
Héctor Martínez,Oeste,Granada,48,Hombre,España,0,Salario y Alquiler,20279,1624,Temporal,245,2,1,Sí
Pilar Iglesias,Norte,Granada,64,Mujer,España,0,Salario y Alquiler,39005,0,Temporal,18,0,0,Sí
Adrián Rubio,Oeste,Granada,23,Hombre,España,0,Salario,19585,11741,Fijo,22,1,1,Sí
Ricardo Ramírez,Oeste,Granada,58,Hombre,España,0,Salario,39114,1929,Fijo,157,2,0,Sí
Alejandro López,Centro,Granada,50,Hombre,España,0,Salario,27722,0,Fijo,336,0,0,Sí
Eva González,Costa,Granada,32,Mujer,España,3,Salario,35113,6246,Fijo,17,2,2,No
Antonio Iglesias,Centro,Granada,69,Hombre,España,2,Pensión,17344,2019,Inactivo,0,0,0,Sí
Iván González,Costa,Granada,58,Hombre,España,0,Salario,29424,12000,Fijo,372,1,0,Sí
Tom de Vries,Centro,Asturias,51,Mujer,Países Bajos,0,Salario y Alquiler,28554,0,Fijo,53,0,0,Sí
Hans Müller,Centro,Jaén,63,Mujer,Alemania,0,Salario y Alquiler,23673,0,Temporal,256,0,2,No
Patricia Rodríguez,Oeste,Granada,63,Mujer,España,1,Salario,32725,3061,Fijo,445,0,1,Sí
Antoine Bernard,Centro,Córdoba,59,Hombre,Francia,1,Salario,31522,0,Fijo,66,2,0,Sí
Eva Delgado,Costa,Granada,46,Mujer,España,0,Salario,25249,0,Fijo,178,1,1,Sí
Carlos Rodríguez,Este,Granada,61,Hombre,España,0,Salario,21448,0,Temporal,152,0,2,No
Javier Jiménez,Centro,Granada,78,Hombre,España,1,Pensión y Alquiler,16440,0,Inactivo,0,3,0,Sí
Carlos Ramos,Este,Granada,76,Hombre,España,0,Pensión y Alquiler,11726,2532,Inactivo,0,0,1,Sí
Lucía Jiménez,Este,Granada,50,Mujer,España,0,Salario,38937,0,Fijo,34,0,0,Sí
Roberto Ortega,Costa,Granada,22,Hombre,España,1,Salario y Alquiler,30872,0,Fijo,32,0,0,Sí
Fernando González,Norte,Granada,73,Hombre,España,2,Pensión,15996,6728,Inactivo,0,0,1,Sí
Pilar Muñoz,Oeste,Granada,47,Mujer,España,0,Salario,36418,7859,Fijo,71,0,0,Sí
David Iglesias,Norte,Granada,40,Hombre,España,0,Salario y Alquiler,21804,3747,Fijo,79,3,3,No
Luc Lefèvre,Centro,La Coruña,73,Hombre,Francia,0,Pensión y Alquiler,17292,0,Inactivo,0,0,0,Sí
Fernando Sánchez,Norte,Granada,79,Hombre,España,0,Pensión,12033,0,Inactivo,0,2,0,Sí
Isabel Ruiz,Centro,Granada,49,Mujer,España,1,Salario,36385,0,Fijo,292,1,0,Sí
Francisco Ortiz,Este,Granada,55,Hombre,España,0,Salario y Alquiler,34279,0,Fijo,187,3,1,Sí
Mario Sánchez,Este,Granada,37,Hombre,España,1,Salario,28719,0,Fijo,205,1,1,Sí
Inés Molina,Norte,Granada,31,Mujer,España,2,Salario y Alquiler,24729,0,Fijo,119,1,1,Sí
Hans Müller,Centro,Barcelona,31,Mujer,Alemania,1,Salario y Alquiler,17033,0,Fijo,49,1,0,Sí
Irene Vázquez,Este,Granada,34,Mujer,España,2,Salario,25038,4097,Temporal,94,0,0,Sí
Silvia Rodríguez,Centro,Granada,44,Mujer,España,1,Salario y Alquiler,23261,1457,Temporal,176,0,0,Sí
Raquel Muñoz,Costa,Granada,37,Mujer,España,1,Salario y Alquiler,25259,0,Fijo,218,0,0,Sí
Elena Jiménez,Costa,Granada,38,Mujer,España,0,Salario y Alquiler,33908,4716,Fijo,158,0,0,Sí
Raquel Gutiérrez,Centro,Granada,53,Mujer,España,2,Salario y Alquiler,29698,5500,Fijo,59,0,0,Sí
Iván Castro,Costa,Granada,62,Hombre,España,1,Salario y Alquiler,24002,5580,Temporal,522,1,1,Sí
Tom de Vries,Centro,Navarra,38,Mujer,Países Bajos,0,Salario,22831,0,Temporal,33,0,0,Sí
Lucía Rodríguez,Oeste,Granada,42,Mujer,España,1,Salario y Alquiler,28282,14552,Fijo,101,0,0,Sí
João Silva,Centro,Salamanca,45,Mujer,Portugal,2,Salario y Alquiler,36103,3235,Fijo,211,2,0,Sí
Mario Ramírez,Centro,Granada,62,Hombre,España,0,Salario,33135,0,Fijo,34,0,0,Sí
Álvaro Silva,Centro,Granada,37,Hombre,España,0,Salario,20867,0,Fijo,77,0,0,Sí
Luca Romano,Centro,Huesca,39,Hombre,Italia,1,Salario,20791,3686,Fijo,158,0,0,Sí
Eva Ortega,Costa,Granada,68,Mujer,España,0,Pensión,11728,0,Inactivo,0,1,0,Sí
Susana Ramírez,Centro,Granada,23,Mujer,España,2,Salario,34115,0,Fijo,46,1,1,Sí
Arthur Jacobs,Centro,Zamora,44,Hombre,Bélgica,0,Salario,22116,7190,Fijo,211,1,0,Sí
Héctor Fernández,Este,Granada,38,Hombre,España,0,Salario,25768,6958,Fijo,33,0,0,Sí
Laura Hernández,Norte,Granada,58,Mujer,España,0,Salario y Alquiler,30556,0,Fijo,430,3,1,Sí
Miguel Delgado,Norte,Granada,29,Hombre,España,1,Salario y Alquiler,37050,4430,Fijo,40,0,0,Sí
Iván González,Este,Granada,21,Hombre,España,0,Salario,31987,4003,Fijo,21,1,0,Sí
Francisco Jiménez,Norte,Granada,49,Hombre,España,0,Salario y Alquiler,25214,0,Temporal,11,1,0,Sí
Pilar Iglesias,Costa,Granada,42,Mujer,España,1,Salario y Alquiler,37270,3786,Fijo,286,0,0,Sí
Claudia Molina,Centro,Granada,35,Mujer,España,1,Salario,28489,0,Temporal,124,1,0,Sí
Miguel Ortega,Centro,Granada,37,Hombre,España,1,Salario,29119,0,Fijo,203,0,0,Sí
Luis Jiménez,Oeste,Granada,37,Hombre,España,0,Salario y Alquiler,23823,0,Temporal,6,0,0,Sí
Tom de Vries,Centro,Navarra,71,Hombre,Países Bajos,1,Pensión y Alquiler,13171,0,Inactivo,0,3,1,Sí
Cristian Torres,Oeste,Granada,50,Hombre,España,2,Salario,34792,2218,Fijo,252,0,0,Sí
Peter Wagner,Centro,Álava,60,Mujer,Alemania,4,Salario y Alquiler,38551,0,Fijo,160,4,1,Sí
Héctor Domínguez,Este,Granada,80,Hombre,España,0,Pensión y Alquiler,14334,3585,Inactivo,0,3,1,Sí
Roberto Cruz,Este,Granada,28,Hombre,España,1,Salario,35054,0,Fijo,116,1,0,Sí
Santiago Serrano,Centro,Granada,76,Hombre,España,0,Pensión,13143,0,Inactivo,0,2,1,Sí
Santiago López,Costa,Granada,65,Hombre,España,0,Pensión,17015,0,Inactivo,0,0,1,Sí
Marta Ortiz,Este,Granada,65,Mujer,España,0,Pensión,14813,0,Inactivo,0,0,0,Sí
Lucía Molina,Centro,Granada,66,Mujer,España,1,Pensión,18453,1860,Inactivo,0,4,0,Sí
Sophia Williams,Centro,Teruel,66,Hombre,Reino Unido,1,Pensión,13385,0,Inactivo,0,3,1,Sí
María Serrano,Este,Granada,73,Mujer,España,1,Pensión,15826,0,Inactivo,0,0,1,Sí
Ricardo Gutiérrez,Norte,Granada,79,Hombre,España,0,Pensión y Alquiler,12334,0,Inactivo,0,2,0,Sí
Roberto Silva,Este,Granada,32,Hombre,España,0,Salario,26094,4959,Temporal,159,0,0,Sí
Eduardo Medina,Oeste,Granada,43,Hombre,España,1,Salario y Alquiler,23858,14093,Fijo,7,1,1,Sí
Álvaro Sanz,Costa,Granada,55,Hombre,España,3,Salario y Alquiler,28371,615,Temporal,222,0,0,Sí
Raúl Morales,Norte,Granada,26,Hombre,España,2,Salario y Alquiler,27003,0,Fijo,16,1,1,Sí
James Taylor,Centro,Albacete,60,Hombre,Reino Unido,0,Salario y Alquiler,36978,6438,Fijo,127,0,0,Sí
Adrián Ramos,Centro,Granada,66,Hombre,España,1,Pensión,18459,0,Inactivo,0,2,1,Sí
Manuel Medina,Norte,Granada,21,Hombre,España,2,Salario,32612,852,Fijo,5,1,1,Sí
Rubén Ramírez,Costa,Granada,41,Hombre,España,5,Salario y Alquiler,22181,12207,Temporal,68,0,0,Sí
Patricia Pérez,Costa,Granada,21,Mujer,España,1,Salario,25390,0,Fijo,5,0,0,Sí
Bram van Dijk,Centro,Valladolid,41,Mujer,Países Bajos,0,Salario,23775,12688,Fijo,135,1,1,Sí
Ricardo Gil,Centro,Granada,56,Hombre,España,0,Salario,25152,0,Fijo,194,3,0,Sí
Julia Pérez,Este,Granada,24,Mujer,España,0,Salario,27440,0,Fijo,1,1,1,Sí
Sara Morales,Costa,Granada,58,Mujer,España,2,Salario y Alquiler,35241,6900,Temporal,245,0,0,Sí
María Iglesias,Norte,Granada,42,Mujer,España,3,Salario y Alquiler,33227,0,Fijo,288,2,1,Sí
David Rodríguez,Este,Granada,45,Hombre,España,1,Salario y Alquiler,22786,0,Fijo,249,0,0,Sí
Hans Müller,Centro,Cantabria,62,Mujer,Alemania,1,Salario,28245,0,Temporal,516,1,0,Sí
Eduardo Sanz,Este,Granada,55,Hombre,España,0,Salario y Alquiler,35452,0,Fijo,90,0,0,Sí
John Smith,Centro,Cádiz,73,Mujer,Reino Unido,2,Pensión y Alquiler,13790,0,Inactivo,0,0,2,No
Ángel Marín,Oeste,Granada,26,Hombre,España,4,Salario,32967,0,Fijo,79,0,0,Sí
María Marín,Centro,Granada,37,Mujer,España,1,Salario y Alquiler,28559,0,Fijo,106,0,0,Sí
Laura González,Centro,Granada,80,Mujer,España,0,Pensión,15710,0,Inactivo,0,2,1,Sí
Emma Peeters,Centro,Santa Cruz de Tenerife,39,Hombre,Bélgica,0,Salario y Alquiler,34705,0,Fijo,117,0,0,Sí
Eduardo Jiménez,Costa,Granada,39,Hombre,España,1,Salario y Alquiler,18201,0,Temporal,235,0,0,Sí
Fernando Hernández,Este,Granada,54,Hombre,España,1,Salario y Alquiler,20126,4004,Fijo,173,1,0,Sí
Roberto Torres,Centro,Cuenca,65,Hombre,España,1,Pensión y Alquiler,11660,0,Inactivo,0,1,0,Sí
Julia Gutiérrez,Centro,Navarra,33,Mujer,España,0,Salario,23510,0,Fijo,71,0,0,Sí
Antoine Bernard,Centro,Soria,43,Mujer,Francia,1,Salario,37664,0,Fijo,147,0,0,Sí
Lucía Carrasco,Norte,Granada,41,Mujer,España,1,Salario y Alquiler,34183,4449,Temporal,60,1,1,Sí
Lucía González,Centro,Granada,32,Mujer,España,1,Salario,17953,0,Fijo,34,0,0,Sí
Lukas Weber,Centro,León,71,Mujer,Suiza,1,Pensión,14803,0,Inactivo,0,0,1,Sí
Inés Rodríguez,Norte,Granada,73,Mujer,España,0,Pensión,16793,0,Inactivo,0,0,0,Sí
Fernando Ortega,Oeste,Granada,74,Hombre,España,0,Pensión y Alquiler,15839,0,Inactivo,0,1,1,Sí
David Pérez,Oeste,Granada,27,Hombre,España,0,Salario y Alquiler,18204,0,Fijo,73,1,0,Sí
Carlos Ortega,Centro,Granada,72,Hombre,España,1,Pensión y Alquiler,17898,1571,Inactivo,0,1,0,Sí
John Smith,Centro,Madrid,47,Mujer,Reino Unido,0,Salario y Alquiler,31542,0,Fijo,347,0,0,Sí
Cristina Ramírez,Costa,Granada,46,Mujer,España,0,Salario y Alquiler,34425,0,Fijo,322,1,1,Sí
Isabel Ortega,Este,Granada,30,Mujer,España,0,Salario,28404,0,Temporal,94,1,0,Sí
Silvia Ramos,Costa,Granada,54,Mujer,España,2,Salario,26922,0,Fijo,207,0,0,Sí
Cristian Sanz,Este,Granada,62,Hombre,España,0,Salario,36949,0,Temporal,190,2,0,Sí
Iván Delgado,Centro,Granada,57,Hombre,España,0,Salario y Alquiler,28457,0,Temporal,10,0,0,Sí
Daan Bakker,Centro,Madrid,70,Mujer,Países Bajos,2,Pensión,12799,2834,Inactivo,0,4,1,Sí
Paula Rodríguez,Oeste,Granada,43,Mujer,España,0,Salario y Alquiler,22264,0,Fijo,290,2,2,No
Sofía Romero,Costa,Granada,20,Mujer,España,1,Salario,35956,0,Fijo,20,0,0,Sí
Patricia Álvarez,Oeste,Granada,67,Mujer,España,1,Pensión y Alquiler,16497,0,Inactivo,0,0,1,Sí
Carmen Sánchez,Norte,Granada,42,Mujer,España,4,Salario y Alquiler,31245,0,Fijo,222,0,0,Sí
Manuel Díaz,Este,Granada,75,Hombre,España,0,Pensión y Alquiler,13584,0,Inactivo,0,2,0,Sí
Sara Jiménez,Este,Granada,20,Mujer,España,1,Salario,20209,0,Temporal,6,0,0,Sí
Roberto Gil,Este,Granada,39,Hombre,España,0,Salario,18868,0,Fijo,5,0,0,Sí
Héctor Ortiz,Norte,Granada,50,Hombre,España,1,Salario y Alquiler,30318,3961,Temporal,51,1,0,Sí
Ana Fernández,Costa,Granada,50,Mujer,España,0,Salario y Alquiler,25224,759,Temporal,31,2,1,Sí
Youssef Othmani,Centro,Castellón,48,Hombre,Marruecos,0,Salario,36662,0,Temporal,272,0,0,Sí
Mohamed Ben Ali,Centro,Ciudad,64,Mujer,Marruecos,0,Salario y Alquiler,26524,0,Temporal,513,1,1,Sí
Susana Muñoz,Norte,Granada,56,Mujer,España,0,Salario y Alquiler,28656,1844,Fijo,263,0,0,Sí
Pablo López,Norte,Granada,54,Hombre,España,0,Salario,21294,3734,Fijo,65,3,0,Sí
Ángel Carrasco,Centro,Granada,38,Hombre,España,0,Salario,17192,0,Temporal,83,1,0,Sí
Noah Maes,Centro,La Rioja,34,Mujer,Bélgica,2,Salario,23258,12799,Temporal,63,1,1,Sí
Fernando Jiménez,Este,Granada,64,Hombre,España,1,Salario y Alquiler,28309,0,Fijo,296,4,1,Sí
Ursula Fischer,Centro,Cuenca,53,Mujer,Alemania,0,Salario,28094,673,Fijo,174,1,0,Sí
José Martínez,Norte,Granada,43,Hombre,España,2,Salario,26080,0,Fijo,98,3,3,No
Sofía Ortega,Oeste,Granada,50,Mujer,España,0,Salario y Alquiler,21594,2914,Fijo,334,0,0,Sí
Adrián Blanco,Costa,Granada,39,Hombre,España,0,Salario y Alquiler,23351,2478,Temporal,102,0,0,Sí
Héctor Martínez,Norte,Granada,24,Hombre,España,2,Salario,20244,4190,Fijo,11,2,1,Sí
Isabel Jiménez,Centro,Granada,46,Mujer,España,0,Salario,31308,0,Temporal,145,1,0,Sí
Marcos Ortiz,Norte,Granada,79,Hombre,España,1,Pensión,14019,0,Inactivo,0,4,1,Sí
Rosa Ortega,Norte,Granada,58,Mujer,España,4,Salario y Alquiler,20244,0,Fijo,3,2,1,Sí
Marcos Vázquez,Oeste,Granada,68,Hombre,España,0,Pensión,10432,0,Inactivo,0,1,0,Sí
Arthur Jacobs,Centro,Jaén,60,Hombre,Bélgica,0,Salario,22016,575,Fijo,378,0,0,Sí
Cristian Hernández,Costa,Granada,20,Hombre,España,1,Salario y Alquiler,17347,2710,Temporal,22,0,0,Sí
Inés Sanz,Este,Granada,56,Mujer,España,2,Salario,33307,613,Temporal,176,0,0,Sí
Eva Janssen,Centro,Tarragona,56,Hombre,Países Bajos,1,Salario,23683,11824,Fijo,288,2,0,Sí
Pilar García,Centro,Granada,75,Mujer,España,0,Pensión y Alquiler,12006,0,Inactivo,0,0,2,No
Marcos Serrano,Norte,Granada,74,Hombre,España,1,Pensión y Alquiler,14095,2533,Inactivo,0,3,1,Sí
Laura Ramos,Centro,Granada,56,Mujer,España,0,Salario y Alquiler,25783,0,Fijo,54,1,0,Sí
Miguel Reyes,Costa,Granada,78,Hombre,España,1,Pensión,15462,0,Inactivo,0,2,0,Sí
David Muñoz,Norte,Granada,50,Hombre,España,1,Salario y Alquiler,30827,2865,Temporal,374,0,0,Sí
Carmen Jiménez,Este,Granada,40,Mujer,España,1,Salario y Alquiler,28492,0,Temporal,85,1,0,Sí
Claudia Ruiz,Costa,Granada,44,Mujer,España,1,Salario,36045,0,Temporal,273,0,0,Sí
Laura Ortega,Oeste,Granada,50,Mujer,España,0,Salario y Alquiler,32570,3568,Temporal,144,2,0,Sí
James Taylor,Centro,Álava,68,Hombre,Reino Unido,0,Pensión,13592,4367,Inactivo,0,1,1,Sí
Raúl Domínguez,Oeste,Granada,67,Hombre,España,1,Pensión,16359,3931,Inactivo,0,0,2,No
Pilar Reyes,Norte,Granada,52,Mujer,España,1,Salario,26122,0,Temporal,56,2,1,Sí
Manuel López,Oeste,Granada,38,Hombre,España,1,Salario,18663,3884,Temporal,204,0,0,Sí
Marta Blanco,Norte,Granada,23,Mujer,España,0,Salario,29854,0,Temporal,36,0,0,Sí
Santiago Morales,Este,Granada,67,Hombre,España,2,Pensión y Alquiler,17524,3394,Inactivo,0,2,0,Sí
Raquel Ramírez,Centro,Granada,65,Mujer,España,1,Pensión y Alquiler,11128,4883,Inactivo,0,1,1,Sí
Cristian Fernández,Costa,Granada,55,Hombre,España,0,Salario,25380,0,Fijo,257,1,1,Sí
Roberto Blanco,Costa,Granada,71,Hombre,España,1,Pensión,15728,0,Inactivo,0,0,1,Sí
Arthur Jacobs,Centro,Navarra,65,Mujer,Bélgica,0,Pensión,10630,0,Inactivo,0,0,2,No
Irene Pérez,Centro,Granada,29,Mujer,España,0,Salario,21067,4478,Fijo,120,1,0,Sí
Luis Molina,Centro,Granada,22,Hombre,España,2,Salario y Alquiler,31207,4039,Fijo,42,0,0,Sí
Inés Ortega,Oeste,Granada,51,Mujer,España,2,Salario,26903,2919,Fijo,161,1,1,Sí
Carla Ramírez,Norte,Granada,79,Mujer,España,1,Pensión,17656,1516,Inactivo,0,2,0,Sí
Diego González,Oeste,Granada,42,Hombre,España,0,Salario y Alquiler,20762,0,Fijo,276,3,2,No
David Morales,Centro,Granada,40,Hombre,España,1,Salario y Alquiler,26754,0,Temporal,77,0,0,Sí
Susana Martín,Centro,Granada,64,Mujer,España,0,Salario,27260,0,Temporal,127,0,0,Sí
Carmen Jiménez,Este,Granada,53,Mujer,España,1,Salario y Alquiler,30436,0,Fijo,138,1,1,Sí
Paula Ruiz,Centro,Granada,32,Mujer,España,2,Salario y Alquiler,20238,3605,Temporal,138,0,0,Sí
Cristian Medina,Este,Granada,29,Hombre,España,0,Salario y Alquiler,29725,0,Temporal,55,0,0,Sí
Silvia Romero,Este,Granada,37,Mujer,España,0,Salario,22704,0,Fijo,117,0,0,Sí
Teresa Castro,Este,Granada,48,Mujer,España,3,Salario,31986,11462,Fijo,258,1,1,Sí
Rosa Martín,Norte,Granada,32,Mujer,España,2,Salario y Alquiler,27760,0,Temporal,147,0,0,Sí
Bram van Dijk,Centro,Granada,60,Hombre,Países Bajos,1,Salario,36618,0,Fijo,333,2,1,Sí
David Torres,Oeste,Granada,77,Hombre,España,0,Pensión y Alquiler,15905,3156,Inactivo,0,0,2,No
Alicia Vázquez,Centro,Granada,59,Mujer,España,2,Salario,24956,6426,Temporal,356,0,0,Sí
Rubén Gutiérrez,Norte,Granada,22,Hombre,España,0,Salario y Alquiler,24766,0,Temporal,47,0,0,Sí
Raúl Ramos,Oeste,Granada,20,Hombre,España,0,Salario,31464,0,Fijo,0,0,0,Sí
Eduardo Martín,Este,Granada,47,Hombre,España,1,Salario,37737,0,Fijo,300,2,0,Sí
Luca Romano,Centro,Cuenca,59,Hombre,Italia,1,Salario,35464,2469,Fijo,289,1,1,Sí
Mario Serrano,Centro,Granada,34,Hombre,España,0,Salario,33305,2947,Fijo,30,0,0,Sí
Daan Bakker,Centro,Córdoba,43,Mujer,Países Bajos,0,Salario,26885,0,Fijo,291,2,0,Sí
Antonio Moreno,Este,Granada,41,Hombre,España,0,Salario,21519,0,Temporal,51,0,0,Sí
Roberto Romero,Costa,Granada,74,Hombre,España,2,Pensión,11350,0,Inactivo,0,3,0,Sí
Inés Vázquez,Norte,Granada,70,Mujer,España,0,Pensión,10104,693,Inactivo,0,0,2,No
Diego Muñoz,Oeste,Granada,41,Hombre,España,1,Salario,23784,3901,Fijo,132,1,1,Sí
